"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","DNK","Denmark","2008","2008",4460,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","DNK","Denmark","2012","2012",4832,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","DNK","Denmark","2000","2000",3335,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","DNK","Denmark","2002","2002",3526,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","DNK","Denmark","2008","2008",4228,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","DNK","Denmark","2012","2012",4566,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","FIN","Finland","2000","2000",19827,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","FIN","Finland","2002","2002",21078,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","FIN","Finland","2008","2008",25690,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","FIN","Finland","2012","2012",28428,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","FIN","Finland","2000","2000",2060,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","FIN","Finland","2002","2002",2177,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","FIN","Finland","2008","2008",2620,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","FIN","Finland","2012","2012",2896,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","FIN","Finland","2000","2000",1893,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","FIN","Finland","2002","2002",1920,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","FIN","Finland","2008","2008",2208,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","FIN","Finland","2012","2012",2494,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","FRA","France","2000","2000",257136,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","FRA","France","2002","2002",268742,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","FRA","France","2008","2008",332701,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","FRA","France","2012","2012",349426,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","FRA","France","2000","2000",34515,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","FRA","France","2002","2002",34947,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","FRA","France","2008","2008",38924,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","FRA","France","2012","2012",40825,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","FRA","France","2000","2000",26743,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","FRA","France","2002","2002",27551,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","FRA","France","2008","2008",32430,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","FRA","France","2012","2012",40043,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","DEU","Germany","2000","2000",386593,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","DEU","Germany","2002","2002",407912,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","DEU","Germany","2008","2008",479861,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","DEU","Germany","2012","2012",493780,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","DEU","Germany","2000","2000",60813,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","DEU","Germany","2002","2002",63809,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","DEU","Germany","2008","2008",70404,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","DEU","Germany","2012","2012",63572,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","DEU","Germany","2000","2000",42971,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","DEU","Germany","2002","2002",42891,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","DEU","Germany","2008","2008",49869,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","DEU","Germany","2012","2012",50813,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","GRC","Greece","2000","2000",36399,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","GRC","Greece","2002","2002",38785,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","GRC","Greece","2008","2008",36762,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","GRC","Greece","2012","2012",40971,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","GRC","Greece","2000","2000",3298,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","GRC","Greece","2002","2002",3769,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","GRC","Greece","2008","2008",3384,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","GRC","Greece","2012","2012",3885,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","GRC","Greece","2000","2000",6167,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","GRC","Greece","2002","2002",6416,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","GRC","Greece","2008","2008",6637,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","GRC","Greece","2012","2012",6884,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","HUN","Hungary","2002","2002",49202,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","HUN","Hungary","2008","2008",50920,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","HUN","Hungary","2012","2012",50475,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","HUN","Hungary","2002","2002",7486,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","HUN","Hungary","2008","2008",8564,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","HUN","Hungary","2012","2012",8442,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","HUN","Hungary","2002","2002",8737,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","HUN","Hungary","2008","2008",8829,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","HUN","Hungary","2012","2012",9288,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ISL","Iceland","2002","2002",1071,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ISL","Iceland","2008","2008",1323,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ISL","Iceland","2012","2012",1449,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ISL","Iceland","2002","2002",120,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ISL","Iceland","2008","2008",149,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ISL","Iceland","2012","2012",157,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ISL","Iceland","2002","2002",117,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ISL","Iceland","2008","2008",138,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ISL","Iceland","2012","2012",162,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","IRL","Ireland","2000","2000",12490,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","IRL","Ireland","2002","2002",13131,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","IRL","Ireland","2008","2008",19454,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","IRL","Ireland","2012","2012",20808,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","IRL","Ireland","2000","2000",1856,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","IRL","Ireland","2002","2002",1888,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","IRL","Ireland","2008","2008",2379,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","IRL","Ireland","2012","2012",2560,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","IRL","Ireland","2000","2000",1479,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","IRL","Ireland","2002","2002",1599,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","IRL","Ireland","2008","2008",2020,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","IRL","Ireland","2012","2012",2273,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ITA","Italy","2000","2000",260767,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ITA","Italy","2002","2002",292003,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ITA","Italy","2008","2008",340437,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ITA","Italy","2012","2012",354456,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ITA","Italy","2000","2000",33315,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ITA","Italy","2002","2002",37733,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ITA","Italy","2008","2008",51770,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ITA","Italy","2012","2012",48110,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ITA","Italy","2000","2000",35626,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ITA","Italy","2002","2002",37168,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ITA","Italy","2008","2008",36640,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ITA","Italy","2012","2012",37238,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","JPN","Japan","2002","2002",521100,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","JPN","Japan","2008","2008",615507,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","JPN","Japan","2012","2012",703863,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","JPN","Japan","2002","2002",95651,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","JPN","Japan","2008","2008",101656,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","JPN","Japan","2012","2012",112675,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","JPN","Japan","2002","2002",66453,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","JPN","Japan","2008","2008",86818,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","JPN","Japan","2012","2012",94855,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","KOR","Korea","2002","2002",108684,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","KOR","Korea","2008","2008",168528,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","KOR","Korea","2012","2012",219520,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","KOR","Korea","2002","2002",10211,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","KOR","Korea","2008","2008",23075,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","KOR","Korea","2012","2012",33773,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","KOR","Korea","2002","2002",15490,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","KOR","Korea","2008","2008",18798,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","KOR","Korea","2012","2012",22873,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","LUX","Luxembourg","2000","2000",1815,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","LUX","Luxembourg","2002","2002",2054,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","LUX","Luxembourg","2008","2008",2426,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","LUX","Luxembourg","2012","2012",2476,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","LUX","Luxembourg","2000","2000",251,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","LUX","Luxembourg","2002","2002",287,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","LUX","Luxembourg","2008","2008",328,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","LUX","Luxembourg","2012","2012",310,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","LUX","Luxembourg","2000","2000",238,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","LUX","Luxembourg","2002","2002",258,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","LUX","Luxembourg","2008","2008",261,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","LUX","Luxembourg","2012","2012",261,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","MEX","Mexico","2002","2002",114239,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","MEX","Mexico","2008","2008",127604,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","MEX","Mexico","2012","2012",147985,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","MEX","Mexico","2002","2002",5604,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","MEX","Mexico","2008","2008",6347,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","MEX","Mexico","2012","2012",8651,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","MEX","Mexico","2002","2002",8255,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","MEX","Mexico","2008","2008",9148,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","MEX","Mexico","2012","2012",8439,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","NLD","Netherlands","2000","2000",65971,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","NLD","Netherlands","2002","2002",69546,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","NLD","Netherlands","2008","2008",82890,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","NLD","Netherlands","2012","2012",93448,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","NLD","Netherlands","2000","2000",9299,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","NLD","Netherlands","2002","2002",9522,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","NLD","Netherlands","2008","2008",11691,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","NLD","Netherlands","2012","2012",13918,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","NLD","Netherlands","2000","2000",9456,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","NLD","Netherlands","2002","2002",9588,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","NLD","Netherlands","2008","2008",10420,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","NLD","Netherlands","2012","2012",11968,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","NZL","New Zealand","2002","2002",17274,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","NZL","New Zealand","2008","2008",20146,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","NZL","New Zealand","2012","2012",21337,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","NZL","New Zealand","2002","2002",2644,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","NZL","New Zealand","2008","2008",2913,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","NZL","New Zealand","2012","2012",3018,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","NZL","New Zealand","2002","2002",1581,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","NZL","New Zealand","2008","2008",1807,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","NZL","New Zealand","2012","2012",2027,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","NOR","Norway","2002","2002",20772,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","NOR","Norway","2008","2008",24515,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","NOR","Norway","2012","2012",28214,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","NOR","Norway","2002","2002",3241,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","NOR","Norway","2008","2008",3512,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","NOR","Norway","2012","2012",3913,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","NOR","Norway","2002","2002",2043,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","NOR","Norway","2008","2008",2612,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","NOR","Norway","2012","2012",2845,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","POL","Poland","2002","2002",134569,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","POL","Poland","2008","2008",141240,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","POL","Poland","2012","2012",152216,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","POL","Poland","2002","2002",15580,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","POL","Poland","2008","2008",15878,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","POL","Poland","2012","2012",19438,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","POL","Poland","2002","2002",24012,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","POL","Poland","2008","2008",25440,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","POL","Poland","2012","2012",26230,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","PRT","Portugal","2000","2000",36099,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","PRT","Portugal","2002","2002",37766,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","PRT","Portugal","2008","2008",43284,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","PRT","Portugal","2012","2012",49174,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","PRT","Portugal","2000","2000",5495,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","PRT","Portugal","2002","2002",4984,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","PRT","Portugal","2008","2008",6952,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","PRT","Portugal","2012","2012",7129,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","PRT","Portugal","2000","2000",2986,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","PRT","Portugal","2002","2002",3138,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","PRT","Portugal","2008","2008",3288,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","PRT","Portugal","2012","2012",4192,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","SVK","Slovak Republic","2002","2002",18674,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","SVK","Slovak Republic","2008","2008",21348,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","SVK","Slovak Republic","2012","2012",24045,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","SVK","Slovak Republic","2002","2002",2972,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","SVK","Slovak Republic","2008","2008",3649,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","SVK","Slovak Republic","2012","2012",3963,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","SVK","Slovak Republic","2002","2002",2558,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","SVK","Slovak Republic","2008","2008",2235,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","SVK","Slovak Republic","2012","2012",2531,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ESP","Spain","2000","2000",143435,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ESP","Spain","2002","2002",161748,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ESP","Spain","2008","2008",196902,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","ESP","Spain","2012","2012",215534,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ESP","Spain","2000","2000",19166,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ESP","Spain","2002","2002",21964,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ESP","Spain","2008","2008",28551,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","ESP","Spain","2012","2012",32240,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ESP","Spain","2000","2000",18373,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ESP","Spain","2002","2002",20021,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ESP","Spain","2008","2008",23211,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","ESP","Spain","2012","2012",26715,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","SWE","Sweden","2000","2000",40880,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","SWE","Sweden","2002","2002",42670,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","SWE","Sweden","2008","2008",46281,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","SWE","Sweden","2012","2012",50481,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","SWE","Sweden","2000","2000",5199,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","SWE","Sweden","2002","2002",5395,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","SWE","Sweden","2008","2008",5880,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","SWE","Sweden","2012","2012",6358,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","SWE","Sweden","2000","2000",2795,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","SWE","Sweden","2002","2002",2989,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","SWE","Sweden","2008","2008",3532,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","SWE","Sweden","2012","2012",3891,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","CHE","Switzerland","2000","2000",28933,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","CHE","Switzerland","2002","2002",35444,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","CHE","Switzerland","2008","2008",37611,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","CHE","Switzerland","2012","2012",42046,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","CHE","Switzerland","2000","2000",3500,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","CHE","Switzerland","2002","2002",4618,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","CHE","Switzerland","2008","2008",4067,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","CHE","Switzerland","2012","2012",4874,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","CHE","Switzerland","2000","2000",3443,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","CHE","Switzerland","2002","2002",3691,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","CHE","Switzerland","2008","2008",3893,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","CHE","Switzerland","2012","2012",4237,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","TUR","Turkey","2002","2002",65796,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","TUR","Turkey","2008","2008",95069,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","TUR","Turkey","2012","2012",147964,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","TUR","Turkey","2002","2002",5116,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","TUR","Turkey","2008","2008",7218,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","TUR","Turkey","2012","2012",11930,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","TUR","Turkey","2002","2002",14434,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","TUR","Turkey","2008","2008",16451,,
"CANCLUNC","Malignant neoplasms of lung","NBPOPIPC","Number of total cases","TUR","Turkey","2012","2012",24489,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","GBR","United Kingdom","2000","2000",247667,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","GBR","United Kingdom","2002","2002",276590,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","GBR","United Kingdom","2008","2008",310925,,
"CANCTOCA","Malignant neoplasms","NBPOPIPC","Number of total cases","GBR","United Kingdom","2012","2012",327812,,
"CANCCOLC","Malignant neoplasms of colon","NBPOPIPC","Number of total cases","GBR","United Kingdom","2000","2000",33173,,
